"HOUSEHOLD","ACORN","ACORN_GROUPED","TARIFF","X0","X3","X10","X13","X20","X23","X30","X33","X40","X43","X50","X53","X60","X63","X70","X73","X80","X83","X90","X93","X100","X103","X110","X113","X120","X123","X130","X133","X140","X143","X150","X153","X160","X163","X170","X173","X180","X183","X190","X193","X200","X203","X210","X213","X220","X223","X230","X233"
"MAC000447","ACORN-G","Comfortable","ToU",0.141122015915119,0.130756164383562,0.124175342465753,0.116117808219178,0.1134,0.109720547945205,0.122452054794521,0.201838356164384,0.15247397260274,0.193167123287671,0.149978082191781,0.166142465753425,0.163808219178082,0.176446575342466,0.155608219178082,0.152501369863014,0.147416438356164,0.153860273972603,0.182528767123288,0.177567123287671,0.181128767123288,0.187734246575342,0.175745205479452,0.183391780821918,0.184767123287671,0.184139726027397,0.210205479452055,0.218090410958904,0.207465753424658,0.229019178082192,0.224402739726027,0.239156164383562,0.226586301369863,0.238619177808219,0.236734246575342,0.243890411232877,0.253624657534247,0.268024657534247,0.29112602739726,0.305915068493151,0.312572602739726,0.325904109589041,0.311580821917808,0.287986301369863,0.249035616438356,0.221112328767123,0.193249315068493,0.165323287671233
"MAC000451","ACORN-H","Comfortable","ToU",0.565790450132626,0.506147944931507,0.468876713150685,0.201553424657534,0.160235616438356,0.156515068493151,0.153079452054795,0.154695890410959,0.15381095890411,0.155038356164384,0.157147945205479,0.164208219178082,0.178501369863014,0.196232876712329,0.208994520273973,0.238208219178082,0.271989040821918,0.284594520273973,0.340912329315068,0.417827397260274,0.526563186263736,0.55629201184573,0.510909090358127,0.503865014049587,0.493360880716253,0.499603305785124,0.470359889835165,0.449684066483516,0.234469779945055,0.199884615659341,0.197958904109589,0.209430137260274,0.226775342465753,0.232846575342466,0.260367123287671,0.286882191506849,0.348449315068493,0.392057534520548,0.392000000547945,0.393643834794521,0.365783562465753,0.397580821917808,0.484618131868132,0.651227398082192,0.755561642739726,0.746534247671233,0.714224657260274,0.642802739452055
"MAC000461","ACORN-H","Comfortable","ToU",0.139901856763926,0.143786301369863,0.136342465753425,0.14098904109589,0.137457534246575,0.140849315068493,0.139947945205479,0.142378082191781,0.140095890410959,0.144624657534247,0.15973698630137,0.210082191780822,0.245345205479452,0.274446575342466,0.281791780547945,0.317972602739726,0.336205479452055,0.363679452054795,0.371887671232877,0.40713972630137,0.398106849589041,0.396323287671233,0.376536986575342,0.377528766849315,0.420852055068493,0.484126374725275,0.537317808493151,0.506860272876712,0.485147946849315,0.399791780821918,0.373221918082192,0.383265753424658,0.40452054739726,0.514980821643836,0.621871232328767,0.710561642191781,0.67978904109589,0.627849314246575,0.53973972630137,0.466320547945205,0.442830137260274,0.438583561643836,0.444484931506849,0.407268493150685,0.32078904109589,0.274424657534247,0.211591780821918,0.16153698630137
"MAC000465","ACORN-F","Comfortable","ToU",0.194230769230769,0.179608219178082,0.147385674931129,0.128516483516484,0.0947123287671233,0.0692739726027397,0.0542219178082192,0.0509041095890411,0.0496575342465753,0.0491123287671233,0.0477068493150685,0.0479232876712329,0.0499123287671233,0.0509698630136986,0.0696575342465754,0.0691178082191781,0.0889369863013699,0.131953424657534,0.177632876712329,0.201619178082192,0.214925824450549,0.229478021428571,0.230956044230769,0.226744505494505,0.192865753424658,0.174553424931507,0.16466849260274,0.150378082191781,0.158076712054795,0.157547945479452,0.157147945205479,0.170164383287671,0.176167123287671,0.209199999726027,0.244389040547945,0.31413150630137,0.407128767123288,0.440309588767123,0.41493698630137,0.410786301369863,0.390994520821918,0.378126028493151,0.355430137534247,0.347852054520548,0.339701370136986,0.341169862739726,0.294575342465753,0.247367123287671
"MAC000467","ACORN-F","Comfortable","ToU",0.0558643533123028,0.0507752442996743,0.0376091205211726,0.0309641693811075,0.0294495114006515,0.0260749185667752,0.0274951140065147,0.0282736156351792,0.0301237785016287,0.0452736156351792,0.0517166123778502,0.0881758957654723,0.106736156351792,0.109107491856678,0.110540716612378,0.0849022801302932,0.0630065146579805,0.0751758957654723,0.0588436482084691,0.062400651465798,0.0553224755700326,0.0520586319218241,0.0580651465798046,0.060885993485342,0.0612768729641694,0.0630097719869707,0.0647980456026059,0.0496644951140065,0.0480781758957655,0.0517557003257329,0.0517980456026059,0.0484332247557003,0.0552182410423453,0.0545765472312704,0.0506775244299674,0.061586319218241,0.073413680781759,0.108127035830619,0.162775244625407,0.230000000651466,0.215794788273616,0.220114006514658,0.193429967100977,0.194586319218241,0.161543973941368,0.136127035830619,0.0932768729641694,0.0892052117263844
"MAC000470","ACORN-G","Comfortable","ToU",0.0821835106382979,0.0790082191780822,0.0766876712328767,0.0755561643835616,0.0731780821917808,0.0741972602739726,0.0732857142857143,0.071158904109589,0.0723397260273973,0.0778821917808219,0.0732657534246575,0.0923890410958904,0.0887342465753425,0.129276712328767,0.152808219178082,0.178013698630137,0.205649315068493,0.211298630136986,0.20893698630137,0.200687671232877,0.200747945205479,0.196282191780822,0.200860273972603,0.204452054794521,0.20698904109589,0.199134246575342,0.198120547945206,0.19692602739726,0.191945205479452,0.190501369863014,0.182695890410959,0.200509589041096,0.190205479452055,0.202194520547945,0.213821917808219,0.242041095890411,0.249857534246575,0.25138904109589,0.241213698356164,0.219301369863014,0.205452055068493,0.193786301369863,0.188449315068493,0.175890410958904,0.144665753424658,0.123452054794521,0.0958986301369863,0.0848301369863014
"MAC000494","ACORN-F","Comfortable","ToU",0.0926553672316384,0.074597667638484,0.0598833819241982,0.0566151603498542,0.0490291545189504,0.0461807580174927,0.0455218658892128,0.0458104956268222,0.0453206997084548,0.0492186588921283,0.0489912536443149,0.0585160349854227,0.0751020408163265,0.0729271137026239,0.0997871720116618,0.105416909620991,0.108408163265306,0.106930029154519,0.122247813411079,0.103781341107872,0.100947521865889,0.108772594752187,0.114722222222222,0.110303206705539,0.127877551311953,0.137632653061224,0.122921282798834,0.103096209912536,0.0932740524781341,0.0964752186588921,0.0855131195335277,0.0877959183673469,0.0906559766763848,0.109667638483965,0.126034985422741,0.157583090087464,0.198029154227405,0.234591836443149,0.253321637134503,0.226139941399417,0.210822157725948,0.176597667638484,0.174294460641399,0.166428571428571,0.147524781341108,0.138052478134111,0.128979591836735,0.109784256559767
"MAC000512","ACORN-J","Comfortable","ToU",0.552983739837398,0.463899160504202,0.444605044537815,0.384991596638655,0.305957983193277,0.289184874789916,0.264369747058824,0.317563025210084,0.418050419327731,0.378067226890756,0.345823529411765,0.319941177310924,0.314394958823529,0.370840336134454,0.859899163865546,0.929285711764706,1.19184033865546,1.30260504117647,0.993386556302521,0.761605045378151,0.673999999159664,0.595567798305085,0.531559322033898,0.473288138135593,0.54978991512605,0.576831927731092,0.517243696638655,0.497781512605042,0.483369744537815,0.490621847058824,0.538621846218487,0.529462182352941,0.537521005042017,0.463504200840336,0.478798320168067,0.989823528571429,1.26113445294118,1.03879831932773,1.19226889747899,1.15978991680672,1.27651260336134,1.17339496218487,1.14621008403361,1.14010924705882,1.04273950084034,0.852184871428571,0.681109245378151,0.598344535294118
"MAC000584","ACORN-J","Comfortable","ToU",0.0452254641909814,0.0273205479452055,0.0218849315068493,0.0190602739726027,0.0187671232876712,0.0197424657534247,0.0192301369863014,0.0194986301369863,0.0180767123287671,0.0190054794520548,0.0204438356164384,0.0212684931506849,0.0277397260273973,0.045213698630137,0.0592767123287671,0.0708931506849315,0.0736438356164383,0.0769068493150685,0.056,0.0337994505494505,0.0337095890410959,0.0302876712328767,0.0252027397260274,0.0259013698630137,0.0330657534246575,0.0391013698630137,0.0366301369863014,0.0382027397260274,0.0386931506849315,0.0456904109589041,0.0457945205479452,0.053358904109589,0.0650082191780822,0.0916904109589041,0.116301369863014,0.145435616438356,0.130339726027397,0.153380821917808,0.122142465753425,0.122942465753425,0.123646575342466,0.127276712328767,0.136054794520548,0.145783561643836,0.144350684931507,0.131030136986301,0.103054794520548,0.0616027397260274
"MAC000586","ACORN-F","Comfortable","ToU",0.172652519893899,0.143279452054795,0.131501369863014,0.12853698630137,0.123509589041096,0.121939726027397,0.120871232876712,0.121704109589041,0.120041095890411,0.11898904109589,0.125830136986301,0.176257534246575,0.211139726027397,0.228854794520548,0.262827397260274,0.250208219178082,0.228509589041096,0.196808219178082,0.170071232876712,0.16212602739726,0.157046575342466,0.147824657534247,0.152928767123288,0.152172602739726,0.156753424657534,0.162082191780822,0.172802739726027,0.172638356164384,0.179293150684932,0.192917808219178,0.206128767123288,0.21613698630137,0.228361643835616,0.280150684931507,0.270369863013699,0.285082191780822,0.310095890684931,0.298041095890411,0.314317808219178,0.319342465753425,0.317027397534247,0.302484931506849,0.331249315068493,0.313309589041096,0.314306849315068,0.290208219178082,0.244512328767123,0.202693150684932
"MAC000595","ACORN-G","Comfortable","ToU",0.110172413793103,0.0936328767123288,0.0854301369863014,0.0819452054794521,0.0819479452054795,0.0813397260273973,0.0807452054794521,0.0779808219178082,0.0769369863013699,0.079386301369863,0.0865479452054795,0.10478904109589,0.124208219178082,0.237846575342466,0.204306849041096,0.27686301369863,0.310956164383562,0.325550685205479,0.366693151506849,0.342756164657534,0.359578081643836,0.292876712328767,0.260136986849315,0.260090410410959,0.251928767123288,0.235506849041096,0.237599999726027,0.244569862739726,0.23927123260274,0.239378082191781,0.231269230494505,0.240909589589041,0.229728766849315,0.23593698630137,0.288953424931507,0.332263013424658,0.338854794520548,0.314082191780822,0.328076713150685,0.327117807945206,0.311679452054795,0.299013698630137,0.272460273972603,0.265375342465753,0.226306849315069,0.206049450549451,0.160739726027397,0.135887671232877
"MAC000605","ACORN-F","Comfortable","ToU",0.118053050397878,0.0820712328767123,0.0641287671232877,0.0529835616438356,0.0456082191780822,0.0437698630136986,0.0433506849315069,0.0406657534246575,0.0373917808219178,0.0380493150684931,0.0376547945205479,0.0455479452054795,0.063758904109589,0.0799835616438356,0.141090411232877,0.205550684931507,0.186279452054795,0.200038355890411,0.186961643835616,0.18381095890411,0.176413698630137,0.188460273972603,0.196715068219178,0.202515068767123,0.202367123013699,0.186093150684932,0.190668492876712,0.182408219178082,0.191164383287671,0.20278904109589,0.211852054794521,0.218364383835616,0.241191781369863,0.26472876739726,0.250221917808219,0.259956164383562,0.268224657534247,0.274372602191781,0.286019177808219,0.264402740547945,0.298676713150685,0.330263013972603,0.355512329041096,0.385389040821918,0.370983562191781,0.314731507123288,0.246832876712329,0.171605479452055
